"Date","HomeTeam","AwayTeam","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Stadium","daily.summary","daily.icon","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipProbability","daily.precipType","daily.temperatureHigh","daily.temperatureLow","daily.apparentTemperatureHigh","daily.apparentTemperatureLow","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.visibility","daily.temperatureMin","daily.temperatureMax","daily.apparentTemperatureMin","daily.apparentTemperatureMax"
"2014-12-15","Everton","QPR","H",2,0,"H",13,17,5,4,11,12,1,8,1,1,0,0,"Goodison Park","Partly cloudy throughout the day.","partly-cloudy-night",0.78,0.0022,0.009,0.71,"rain",44.65,41,40.94,38.54,38.37,0.84,1009.56,5.55,11.71,260,0.46,0,6.22,41,44.65,37.4,40.94
"2014-12-20","Aston Villa","Man United","D",1,0,"H",10,16,4,9,9,10,3,9,1,1,1,0,"Villa Park","Partly cloudy until evening.","partly-cloudy-day",0.94,0,0,0,"",47.51,42.29,44.31,40.6,37.63,0.77,1025.1,5.42,14.36,260,0.42,0,6.22,42.17,47.51,37.49,44.31
"2014-12-20","Hull","Swansea","A",0,1,"A",11,13,3,3,14,16,4,5,2,2,0,0,"KCOM Stadium","Partly cloudy in the morning.","partly-cloudy-night",0.94,0,0,0,"",47.02,42.3,41.47,37.69,37.82,0.77,1019.58,10.07,23.99,267,0.28,0,6.22,42.3,47.02,36.88,41.47
"2014-12-20","Man City","Crystal Palace","H",0,0,"D",15,6,3,1,17,5,8,6,2,1,0,0,"City of Manchester Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.94,7e-04,0.0069,0.66,"rain",46.65,44.58,42.53,41.94,39.88,0.82,1023.17,8.58,23.84,279,0.72,0,6.19,43.78,46.65,38.12,43.47
"2014-12-20","QPR","West Brom","H",1,2,"A",17,16,7,6,16,8,5,11,1,0,0,0,"Loftus Road","Mostly cloudy until evening.","partly-cloudy-day",0.94,0,0,0,"",49.19,40.49,46.2,39.71,37.86,0.78,1026.71,4.53,14.68,264,0.4,0,6.22,40.94,49.19,38.62,46.2
"2014-12-20","Southampton","Everton","H",1,0,"H",11,13,3,4,11,10,4,6,1,1,0,0,"St Mary's Stadium","Mostly cloudy until afternoon.","partly-cloudy-day",0.94,0,0,0,"",49.4,39.91,46.09,39.62,39.11,0.79,1028.28,5.29,12.8,264,0.47,1,6.22,39.91,49.4,38.9,46.09
"2014-12-20","Tottenham","Burnley","H",2,1,"H",23,9,6,5,9,8,9,6,1,0,0,0,"White Hart Lane","Partly cloudy until evening.","partly-cloudy-day",0.94,0,0,0,"",49.24,40.53,46.42,40.53,37.73,0.77,1026.33,4.52,15.14,264,0.43,0,6.22,41.43,49.24,38.98,46.42
"2014-12-20","West Ham","Leicester","H",1,0,"H",10,10,2,4,8,17,9,4,0,3,0,0,"Upton Park","Partly cloudy until evening.","partly-cloudy-day",0.94,0,0,0,"",49.28,40.56,46.01,39.66,37.7,0.77,1026.46,4.83,15.08,262,0.38,0,6.22,41.4,49.28,38.66,46.01
"2014-12-21","Liverpool","Arsenal","D",1,1,"D",27,7,10,3,6,14,10,6,0,3,1,0,"Anfield","Partly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",53.77,52.99,53.77,52.99,44.93,0.83,1020.27,9.4,25.88,231,0.54,0,6.16,45.73,53.77,42.74,53.77
"2014-12-21","Newcastle","Sunderland","A",0,0,"D",15,16,7,3,15,15,7,1,4,4,0,0,"St James' Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",54.78,53.32,54.78,53.32,44.96,0.85,1012.65,8.94,28.04,241,0.59,0,6.12,43.99,56.07,39.21,56.07
"2014-12-22","Stoke","Chelsea","A",0,1,"A",13,15,2,6,11,4,6,5,3,0,0,0,"bet365 Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.02,0,8e-04,0,"",54.79,50.52,54.79,50.52,48.53,0.85,1012.23,9.51,23.27,249,0.73,0,6.09,51.89,54.79,51.89,54.79
"2014-12-26","Arsenal","QPR","H",1,0,"H",15,16,5,2,6,15,6,2,1,4,1,0,"Emirates Stadium","Light rain starting in the evening.","rain",0.16,0.0098,0.0473,0.75,"rain",40.74,36.08,40.42,28.95,35.54,0.92,1023.59,1.66,14.3,181,0.53,0,5.67,32.43,47.6,32.43,45.85
"2014-12-26","Burnley","Liverpool","A",0,0,"D",16,10,0,3,7,5,8,2,0,1,0,0,"Turf Moor","Mixed precipitation in the evening.","rain",0.16,0.0044,0.0345,0.8,"rain",39.46,32.29,39.46,27.77,34.43,0.91,1022.37,1.42,8.95,115,0.55,0,4.53,33.3,39.46,27.77,39.46
"2014-12-26","Chelsea","West Ham","H",1,0,"H",28,6,9,0,8,14,8,6,0,3,0,0,"Stamford Bridge","Light rain starting in the evening.","rain",0.16,0.0104,0.0454,0.74,"rain",41.54,36.55,40.74,29.41,35.53,0.91,1023.6,1.62,13.3,182,0.56,0,5.67,32.4,48.23,32.4,46.49
"2014-12-26","Crystal Palace","Southampton","A",0,1,"A",11,13,4,6,15,10,8,4,1,0,0,0,"Selhurst Park","Light rain starting in the evening.","rain",0.16,0.0109,0.0524,0.81,"rain",40.91,35.96,40.18,28.8,35.58,0.93,1023.68,1.55,13.39,182,0.54,0,5.82,31.82,47.85,31.82,46.1
"2014-12-26","Everton","Stoke","A",0,1,"A",16,12,5,2,9,15,9,3,2,3,0,0,"Goodison Park","Mixed precipitation starting in the afternoon.","rain",0.16,0.0096,0.0546,0.9,"rain",40.09,33.68,37.55,27.14,35.6,0.93,1021.73,2.44,11.52,114,0.63,0,4.94,33.36,40.09,27.14,39.21
"2014-12-26","Leicester","Tottenham","A",0,1,"A",22,8,6,3,10,14,11,1,1,2,0,0,"King Power Stadium","Snow (1–2 in.) starting in the evening.","snow",0.16,0.0093,0.0566,0.96,"rain",39.28,33.57,36.67,24.69,33.45,0.92,1022.32,2.25,13.41,141,0.67,0,4.84,33.59,39.28,26.54,36.67
"2014-12-26","Man United","Newcastle","H",2,0,"H",9,8,4,4,16,9,4,5,1,2,0,0,"Old Trafford","Mixed precipitation in the evening.","rain",0.16,0.0073,0.0432,0.75,"rain",40.02,34.04,38.06,29.18,35.24,0.91,1022.02,1.94,11.53,129,0.58,0,5.09,34,40.02,29.18,39
"2014-12-26","Sunderland","Hull","A",1,1,"D",12,13,3,5,12,6,10,4,4,2,0,0,"Stadium of Light","Foggy in the evening.","fog",0.16,0,3e-04,0,"",38.55,31.97,38.55,30.54,33.16,0.94,1022,0.24,5.45,205,0.4,0,3.59,30.42,38.55,30.42,38.55
"2014-12-26","Swansea","Aston Villa","H",1,0,"H",7,11,2,3,17,12,4,0,1,4,0,0,"Liberty Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.16,0.0043,0.0312,0.89,"rain",50.14,39.87,50.14,33.93,39.63,0.91,1022.02,3.81,27.99,241,0.65,0,5.6,34.19,50.14,33.73,50.14
"2014-12-26","West Brom","Man City","A",0,3,"A",18,9,6,5,5,9,10,6,0,1,0,0,"The Hawthorns","Mixed precipitation starting in the afternoon.","rain",0.16,0.0129,0.0643,1,"rain",38.22,32.84,38.16,26,33.79,0.96,1022.06,1.35,12.2,134,0.67,0,4.69,32.84,38.22,26.32,38.16
"2014-12-28","Aston Villa","Sunderland","D",0,0,"D",14,15,3,3,4,11,4,4,1,4,1,0,"Villa Park","Partly cloudy until afternoon.","partly-cloudy-day",0.24,1e-04,0.0012,0.13,"snow",38.98,28.07,38.98,28.07,30.73,0.91,1031.18,1.34,7.47,338,0.47,0,5.57,29.79,38.98,29.79,38.98
"2014-12-28","Hull","Leicester","A",0,1,"A",18,4,5,2,12,12,7,1,0,1,1,1,"KCOM Stadium","Partly cloudy in the morning.","partly-cloudy-night",0.24,0,0,0,"",40.05,32.36,40.05,27.49,31.32,0.86,1029.93,2.5,7.99,300,0.19,0,5.97,31.96,40.05,28.19,40.05
"2014-12-28","Man City","Burnley","D",2,0,"H",17,12,6,3,18,9,10,3,4,1,0,0,"City of Manchester Stadium","Mostly cloudy starting in the evening.","partly-cloudy-night",0.24,0,5e-04,0,"",38.38,30.92,38.38,30.92,30.01,0.88,1031.73,0.36,3.26,329,0.29,0,5.55,29.68,38.38,29.68,38.38
"2014-12-28","Newcastle","Everton","H",1,1,"D",13,9,6,2,13,8,8,3,2,2,0,0,"St James' Park","Clear throughout the day.","clear-day",0.24,5e-04,0.0052,0.53,"snow",38.2,29.62,37.72,26.85,31.96,0.93,1030.87,2.31,5.89,279,0.19,0,6.12,31.2,38.2,28.5,37.72
"2014-12-28","QPR","Crystal Palace","D",0,0,"D",11,10,3,3,11,17,9,4,2,1,0,0,"Loftus Road","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-night",0.24,0,0,0,"",42.27,29.08,41.14,29.08,29.7,0.79,1029.38,2.5,8.63,18,0.18,1,6.18,30.12,42.27,30.12,41.14
"2014-12-28","Southampton","Chelsea","D",1,1,"D",9,7,1,1,23,14,4,6,2,2,1,0,"St Mary's Stadium","Clear throughout the day.","clear-day",0.24,0,0,0,"",42.61,26.72,39.4,23.29,29.29,0.79,1029.33,4.56,12.39,17,0.14,1,6.08,27.75,42.61,27.75,39.4
"2014-12-28","Stoke","West Brom","H",0,0,"D",13,15,3,4,11,14,5,3,0,2,0,0,"bet365 Stadium","Partly cloudy in the evening.","partly-cloudy-night",0.24,1e-04,0.0011,0.17,"snow",36.28,28.07,36.28,28.07,29.78,0.93,1031.73,0.68,3.79,329,0.2,0,4.78,27.94,36.28,27.94,36.28
"2014-12-28","Tottenham","Man United","D",0,0,"D",9,9,4,5,11,19,3,6,2,4,0,0,"White Hart Lane","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-night",0.24,0,0,0,"",42.05,29.95,40.98,29.95,29.88,0.79,1029.36,2.28,8.84,14,0.22,0,6.2,30.99,42.05,30.99,40.98
"2014-12-28","West Ham","Arsenal","A",0,2,"A",14,21,4,7,12,13,7,8,3,3,0,0,"Upton Park","Partly cloudy in the evening.","partly-cloudy-night",0.24,0,0,0,"",42.06,30,41.05,30,29.86,0.79,1029.19,2.57,9.21,13,0.2,1,6.22,30.66,42.06,30.66,41.05
"2014-12-29","Liverpool","Swansea","H",1,0,"H",21,11,11,4,8,5,6,3,1,0,0,0,"Anfield","Partly cloudy starting in the afternoon.","partly-cloudy-night",0.27,1e-04,0.0014,0.28,"rain",41.95,31.94,39.99,31.94,31.99,0.9,1040.51,1.15,7.35,244,0.37,0,5.57,30.21,41.95,30.21,39.99
"2015-01-01","Aston Villa","Crystal Palace","D",0,0,"D",14,6,3,0,11,12,5,2,1,1,0,0,"Villa Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.38,0.0015,0.0128,0.95,"rain",53.28,42.47,53.28,38.38,47.83,0.91,1022.61,6.93,24.01,201,0.87,0,5.91,44.41,54.28,42.29,54.28
"2015-01-01","Hull","Everton","H",2,0,"H",14,9,5,3,16,15,4,8,2,3,0,1,"KCOM Stadium","Mostly cloudy throughout the day.","partly-cloudy-night",0.38,0,0,0,"",54.75,42.97,54.75,34.97,46.06,0.88,1018.04,15.19,30.77,209,0.62,0,5.87,41.93,55.7,36.8,55.7
"2015-01-01","Liverpool","Leicester","D",2,0,"H",18,16,6,3,13,10,4,5,2,2,0,0,"Anfield","Light rain starting in the afternoon, continuing until evening.","rain",0.38,0.0029,0.0284,0.96,"rain",55.09,44.19,55.09,37.89,48.42,0.87,1017.57,8.76,21.85,200,0.71,0,6.22,48.16,55.68,45.08,55.68
"2015-01-01","Man City","Sunderland","H",0,0,"D",32,4,12,4,14,7,10,4,2,3,0,0,"City of Manchester Stadium","Light rain starting in the afternoon.","rain",0.38,0.0056,0.0304,0.69,"rain",54.24,42.99,54.24,37.57,47.06,0.85,1018.63,7.94,20.1,211,0.76,0,6.22,46.39,55.07,42.41,55.07
"2015-01-01","Newcastle","Burnley","D",2,1,"H",10,15,4,4,12,13,5,5,2,4,0,0,"St James' Park","Partly cloudy throughout the day.","partly-cloudy-day",0.38,1e-04,9e-04,0.37,"rain",55.35,40.1,55.35,33.46,47.74,0.84,1010.97,10.57,36.51,228,0.42,0,6.17,48.23,56.44,44.68,56.44
"2015-01-01","QPR","Swansea","D",1,0,"H",24,25,6,6,22,5,4,9,4,0,0,1,"Loftus Road","Mostly cloudy throughout the day.","partly-cloudy-day",0.38,3e-04,0.0074,0.64,"rain",50.98,47.94,50.98,45.27,44.3,0.88,1027.53,6.37,19.84,212,0.86,1,5.33,41.03,53.33,38.28,53.33
"2015-01-01","Southampton","Arsenal","H",1,0,"H",13,11,6,6,14,7,2,7,2,1,0,0,"St Mary's Stadium","Light rain overnight.","rain",0.38,0.0021,0.0185,0.89,"rain",52.19,47.01,52.19,44.11,46.77,0.9,1028.42,9.99,25.54,211,0.93,1,4.68,45.81,53.21,43.19,53.21
"2015-01-01","Stoke","Man United","D",1,1,"D",11,6,2,2,8,12,11,7,0,0,0,0,"bet365 Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.38,0.0015,0.0113,0.88,"rain",53.45,41.05,53.45,35.84,47.72,0.91,1020.08,7.74,22.1,208,0.73,0,6.13,44.16,54.41,40.65,54.41
"2015-01-01","Tottenham","Chelsea","H",3,1,"H",11,19,8,7,14,10,5,3,3,1,0,0,"White Hart Lane","Mostly cloudy throughout the day.","partly-cloudy-day",0.38,2e-04,0.0048,0.56,"rain",50.82,47.8,50.82,45.22,44.03,0.88,1027.42,5.8,20.55,215,0.91,0,5.22,40.84,53.12,38.32,53.12
"2015-01-01","West Ham","West Brom","D",1,1,"D",8,14,3,3,6,13,0,1,1,0,0,0,"Upton Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.38,2e-04,0.004,0.53,"rain",50.66,48.09,50.66,45.43,43.82,0.88,1027.61,6.11,19.89,213,0.88,0,5.5,40.7,52.85,38.52,52.85
"2015-01-10","Burnley","QPR","H",2,1,"H",18,17,7,7,14,9,10,6,2,2,0,0,"Turf Moor","Rain in the morning.","rain",0.66,0.005,0.0555,0.92,"rain",50.63,36.67,50.63,29.75,37.74,0.76,1007.1,10.2,28.8,265,0.52,0,6.17,37.58,54.3,31.5,54.3
"2015-01-10","Chelsea","Newcastle","H",1,0,"H",9,11,5,5,13,13,7,4,2,3,0,0,"Stamford Bridge","Mostly cloudy until afternoon.","partly-cloudy-day",0.66,7e-04,0.0076,0.57,"rain",55.54,38.33,55.54,33.68,41.77,0.74,1014.77,7.34,25.09,261,0.52,1,6.16,39.25,56.8,35.63,56.8
"2015-01-10","Crystal Palace","Tottenham","H",0,0,"D",21,9,7,5,9,14,4,6,5,3,0,0,"Selhurst Park","Mostly cloudy until afternoon.","partly-cloudy-day",0.66,7e-04,0.0076,0.57,"rain",54.98,37.79,54.98,33.38,41.83,0.75,1014.81,6.83,24.32,259,0.5,1,6.12,38.76,56.2,35.38,56.2
"2015-01-10","Everton","Man City","D",0,0,"D",11,18,4,2,9,10,4,9,1,2,0,0,"Goodison Park","Light rain in the morning.","rain",0.66,0.0029,0.033,0.82,"rain",50.69,40.38,50.69,33.4,38.63,0.74,1009.5,11.78,30.25,262,0.47,0,6.11,40.56,54.86,33.89,54.86
"2015-01-10","Leicester","Aston Villa","H",1,0,"H",11,12,3,1,18,6,6,6,1,1,1,1,"King Power Stadium","Mostly cloudy in the morning.","partly-cloudy-night",0.66,0.001,0.017,0.67,"rain",56.42,37.76,56.42,30.74,38.64,0.71,1011.13,12.57,35.83,255,0.48,1,6.22,38.05,56.47,32.17,56.47
"2015-01-10","Sunderland","Liverpool","A",0,1,"A",5,21,1,4,12,11,6,6,1,4,1,0,"Stadium of Light","Light rain in the morning.","rain",0.66,0.0043,0.049,0.97,"rain",47.75,36.07,42.34,28.92,38.27,0.8,1000.9,10.87,32.16,261,0.39,0,6.19,36.25,55.95,29.55,55.95
"2015-01-10","Swansea","West Ham","D",0,1,"A",19,11,3,5,9,7,4,5,0,1,0,0,"Liberty Stadium","Windy in the morning and partly cloudy throughout the day.","wind",0.66,0.0019,0.017,0.65,"rain",52.85,40.93,52.85,33.1,42.18,0.83,1017.19,20.96,39.95,265,0.64,1,4.91,40.93,52.85,34.22,52.85
"2015-01-10","West Brom","Hull","H",0,0,"D",9,12,3,2,5,13,5,2,1,0,0,0,"The Hawthorns","Mostly cloudy until afternoon.","partly-cloudy-night",0.66,5e-04,0.0108,0.37,"rain",54.88,36.79,54.88,31.87,38.82,0.74,1012.15,7.44,24.84,253,0.58,1,6.13,37.06,55.08,32.9,55.08
"2015-01-11","Arsenal","Stoke","H",2,0,"H",14,7,6,2,11,11,9,1,0,3,0,0,"Emirates Stadium","Mostly cloudy starting in the afternoon.","partly-cloudy-night",0.69,1e-04,0.001,0.18,"rain",46.75,45.51,43.61,42.54,34.82,0.74,1021.89,5.68,16.5,255,0.32,1,6.22,37.96,46.75,33.25,43.61
"2015-01-11","Man United","Southampton","A",0,0,"D",10,9,0,1,9,10,3,5,2,3,0,0,"Old Trafford","Mostly cloudy throughout the day.","partly-cloudy-day",0.69,0.0011,0.005,0.59,"rain",45.25,45.62,41.05,41.23,35.55,0.75,1016.6,8.77,19.34,265,0.59,0,6.17,39.05,46.03,32.38,42.82
"2015-01-17","Aston Villa","Liverpool","A",0,1,"A",15,12,4,5,13,11,9,5,1,1,0,0,"Villa Park","Partly cloudy until afternoon.","partly-cloudy-day",0.89,0,0,0,"",41,31.83,38.09,31.83,31.41,0.85,1010.66,3.51,10.65,211,0.31,1,6.19,31.79,41,28.6,38.09
"2015-01-17","Burnley","Crystal Palace","A",2,1,"H",7,11,4,4,10,20,5,7,1,3,0,0,"Turf Moor","Partly cloudy throughout the day.","partly-cloudy-day",0.89,0.0012,0.0054,0.63,"snow",37.38,30.01,34.7,30.01,30.94,0.87,1007.61,4.27,13.46,236,0.44,1,5.28,32.76,37.38,27.85,34.7
"2015-01-17","Leicester","Stoke","A",0,0,"D",7,13,3,3,9,6,6,5,1,0,0,0,"King Power Stadium","Partly cloudy throughout the day.","partly-cloudy-night",0.89,0,0,0,"",40.91,31.25,36.4,31.25,31.45,0.84,1010.46,6,13.19,215,0.34,1,6.22,32.38,40.91,25.94,36.4
"2015-01-17","Newcastle","Southampton","A",1,1,"D",16,5,3,3,9,8,9,0,0,2,0,0,"St James' Park","Mostly cloudy until afternoon.","partly-cloudy-day",0.89,0,7e-04,0,"",38.62,28.08,36.67,26.11,31.82,0.88,1004.57,3.17,10.56,243,0.43,0,6.22,31.6,38.62,29.24,36.67
"2015-01-17","QPR","Man United","A",0,0,"D",18,12,4,7,12,10,3,3,3,2,0,0,"Loftus Road","Partly cloudy throughout the day.","partly-cloudy-night",0.89,1e-04,0.0012,0.19,"rain",43.25,37.5,41.13,37.5,31.52,0.83,1012.67,2.08,8.78,223,0.28,1,6.2,30.15,43.25,30.15,41.13
"2015-01-17","Swansea","Chelsea","A",0,4,"A",11,21,0,11,9,13,1,2,0,0,0,0,"Liberty Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.89,0.0014,0.0111,0.55,"rain",44.87,33.02,44.24,28.19,35.8,0.83,1011.93,8.05,19.99,251,0.47,1,6.06,34.12,44.87,30.52,44.24
"2015-01-17","Tottenham","Sunderland","H",1,1,"D",25,8,8,4,14,8,6,6,1,2,0,0,"White Hart Lane","Partly cloudy throughout the day.","partly-cloudy-night",0.89,1e-04,0.0013,0.19,"rain",42.83,37.43,40.77,37.43,31.46,0.83,1012.59,2.16,9.66,226,0.26,1,6.22,30.39,42.83,30.39,40.77
"2015-01-18","Man City","Arsenal","A",0,1,"A",12,9,4,3,12,5,16,3,3,3,0,0,"City of Manchester Stadium","Foggy until afternoon.","fog",0.92,5e-04,0.0033,0.46,"snow",35.85,28.36,34.76,28.36,30.61,0.89,1012.85,1.66,10.48,320,0.69,1,3.37,31.35,35.85,29.91,34.76
"2015-01-18","West Ham","Hull","H",0,0,"D",17,9,6,3,5,14,4,7,1,3,0,0,"Upton Park","Partly cloudy until afternoon.","partly-cloudy-day",0.92,9e-04,0.0047,0.5,"rain",39.67,31.29,39.55,31.29,33.38,0.88,1011.95,1.05,7.17,336,0.43,1,5.76,31.4,39.67,31.4,39.55
"2015-01-19","Everton","West Brom","D",0,0,"D",17,5,4,0,11,12,8,1,3,2,0,0,"Goodison Park","Partly cloudy throughout the day.","partly-cloudy-night",0.96,0,0,0,"",37.98,29.06,37.98,24.82,28.88,0.84,1014.53,0.4,4.47,321,0.38,1,6.21,29.3,37.98,29.3,37.98
"2015-01-31","Chelsea","Man City","D",1,1,"D",3,10,2,5,12,14,1,4,0,2,0,0,"Stamford Bridge","Mostly cloudy throughout the day.","partly-cloudy-day",0.39,0.0028,0.0105,0.65,"rain",40.45,35.08,35.24,30.25,31.79,0.82,985.1,4.46,17.68,308,0.62,1,5.94,32.73,40.45,31.18,35.24
"2015-01-31","Crystal Palace","Everton","A",0,1,"A",13,14,3,2,12,14,6,1,0,3,0,0,"Selhurst Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.39,0.0027,0.0108,0.62,"rain",39.69,34.41,34.97,29.91,31.79,0.85,985.05,4.23,18.69,309,0.6,1,5.95,32.1,39.69,30.85,34.97
"2015-01-31","Hull","Newcastle","A",0,1,"A",13,12,8,5,15,13,3,3,4,1,0,0,"KCOM Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.39,0.0012,0.0166,0.65,"rain",39.02,35.73,31.19,27.28,31.99,0.86,982.46,8.94,21,312,0.61,1,5.85,32.24,39.02,27.28,31.19
"2015-01-31","Liverpool","West Ham","H",0,0,"D",21,7,7,2,12,12,5,7,1,1,0,0,"Anfield","Partly cloudy throughout the day.","partly-cloudy-day",0.39,0.0028,0.0218,0.91,"rain",41.98,37.44,35.6,29.67,32.51,0.77,988.02,10.32,23.1,322,0.45,1,6.18,37.04,41.98,30.44,35.6
"2015-01-31","Man United","Leicester","H",3,0,"H",12,4,5,1,8,12,4,3,0,1,0,0,"Old Trafford","Mostly cloudy until evening.","partly-cloudy-day",0.39,0.0035,0.0138,0.58,"rain",41.75,36.61,36.84,30,31.55,0.77,986.57,7.43,21.16,321,0.65,1,6.13,36.17,41.75,30.34,36.84
"2015-01-31","Stoke","QPR","H",2,1,"H",15,14,3,4,11,12,3,5,2,2,0,0,"bet365 Stadium","Light rain in the morning.","rain",0.39,0.0047,0.0191,0.94,"rain",40.14,35.55,34.68,28.5,31.65,0.83,986.58,6.25,19.7,317,0.61,1,5.95,33.23,40.14,29.01,34.68
"2015-01-31","Sunderland","Burnley","H",2,0,"H",8,13,3,4,12,12,6,3,3,1,0,0,"Stadium of Light","Light rain in the morning.","rain",0.39,0.0087,0.0513,1,"rain",40.01,35.01,34.36,27.48,31.64,0.81,984.63,6.95,20.07,315,0.49,1,6.01,34.46,40.01,29.24,35.08
"2015-01-31","West Brom","Tottenham","A",0,2,"A",13,14,4,4,8,13,6,3,2,1,0,0,"The Hawthorns","Mostly cloudy throughout the day.","partly-cloudy-day",0.39,0.003,0.0145,0.67,"rain",40.14,35.08,34.08,28.12,31.38,0.84,986.17,6.01,18.11,307,0.65,1,5.87,32.48,40.14,29.2,34.08
"2015-02-01","Arsenal","Aston Villa","H",1,0,"H",13,9,8,2,6,10,7,7,0,2,0,0,"Emirates Stadium","Mostly cloudy until evening.","partly-cloudy-day",0.43,7e-04,0.0044,0.43,"rain",41.31,27.66,36.16,25.45,29.85,0.73,999.55,6.83,21.26,317,0.68,1,6.12,32.41,41.31,29.35,36.16
"2015-02-01","Southampton","Swansea","A",0,0,"D",15,6,6,1,11,9,9,0,1,1,1,0,"St Mary's Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.43,0,0,0,"",41.91,27.67,35.77,25.32,28.36,0.67,1001.49,7.9,20.68,319,0.58,1,6.19,33.09,41.91,29.74,35.77
"2015-02-07","Aston Villa","Chelsea","A",0,1,"A",8,12,1,5,8,7,7,7,3,2,0,0,"Villa Park","Foggy overnight.","fog",0.61,0,2e-04,0,"",39.56,31.71,38.82,28.37,31.65,0.89,1038.08,1.93,7.93,348,0.56,1,4.25,29.27,39.56,29.27,38.82
"2015-02-07","Everton","Liverpool","D",0,0,"D",6,17,1,6,11,7,3,6,4,1,0,0,"Goodison Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.61,0,0,0,"",41.22,34.38,40.06,34.38,33.42,0.85,1039.18,1.93,8.11,328,0.75,1,5.51,33.47,41.22,33.47,40.06
"2015-02-07","Leicester","Crystal Palace","A",0,0,"D",19,14,5,2,15,6,8,6,4,1,0,0,"King Power Stadium","Mostly cloudy until evening.","partly-cloudy-day",0.61,1e-04,0.0016,0.3,"rain",40.21,31.01,39.71,27.28,32.39,0.88,1037.82,2.76,9.18,346,0.58,1,5.57,30.77,40.21,28.55,39.71
"2015-02-07","Man City","Hull","D",0,1,"A",18,7,5,3,9,8,13,1,2,4,0,0,"City of Manchester Stadium","Foggy starting in the evening.","fog",0.61,0,0,0,"",41.79,33.07,40.79,33.07,32.38,0.82,1038.83,1.62,7.92,325,0.79,1,4.65,33.68,41.79,33.68,40.79
"2015-02-07","QPR","Southampton","A",0,0,"D",12,16,3,5,13,16,3,4,2,2,0,0,"Loftus Road","Mostly cloudy throughout the day.","partly-cloudy-day",0.61,0,0,0,"",41.87,37.32,39.86,37.32,33.93,0.86,1036.18,3.02,10.59,20,0.57,1,6.12,32.64,41.87,29.93,40.36
"2015-02-07","Swansea","Sunderland","D",0,1,"A",16,4,7,1,11,13,7,1,3,4,0,0,"Liberty Stadium","Partly cloudy until afternoon.","partly-cloudy-day",0.61,0,0,0,"",44,30.45,43.72,26.55,31.69,0.8,1038.15,5.8,12.35,41,0.18,1,5.72,33.88,44,26.49,43.72
"2015-02-07","Tottenham","Arsenal","H",0,1,"A",23,7,8,3,8,12,10,3,3,5,0,0,"White Hart Lane","Mostly cloudy throughout the day.","partly-cloudy-day",0.61,0,0,0,"",41.92,37.3,40.45,36.4,34.16,0.87,1036.2,2.78,10.71,16,0.59,1,5.94,32.8,41.92,30.22,40.77
"2015-02-08","Burnley","West Brom","D",2,1,"H",12,12,5,5,10,15,5,6,0,4,0,0,"Turf Moor","Mostly cloudy throughout the day.","partly-cloudy-day",0.64,0,0,0,"",38.65,39.11,38.65,35.23,32.85,0.88,1039.41,1.96,11.3,286,0.8,1,4.47,32.82,40.16,32.82,39.45
"2015-02-08","Newcastle","Stoke","D",0,0,"D",9,7,3,3,14,17,5,8,2,4,0,0,"St James' Park","Clear throughout the day.","clear-day",0.64,0,0,0,"",44.85,38.01,41.68,34.35,33.89,0.85,1037.58,3.94,11.87,274,0.13,1,6.22,31.64,44.85,31.64,41.68
"2015-02-08","West Ham","Man United","D",0,0,"D",13,18,6,6,7,13,9,9,2,2,0,1,"Upton Park","Partly cloudy until afternoon.","partly-cloudy-day",0.64,0,0,0,"",47.08,35.79,47.08,32.91,34.98,0.81,1038.04,2.42,10.66,339,0.35,1,5.92,36.83,47.08,35.96,47.08
"2015-02-10","Arsenal","Leicester","H",2,0,"H",17,11,7,4,13,14,6,6,2,2,0,0,"Emirates Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.7,0,0,0,"",43.56,40.19,43.56,40.19,35.6,0.83,1032.49,0.71,5.68,126,0.9,1,4.89,37.37,43.56,37.37,43.56
